date,my_HML,my_SMB,FF_HML,FF_SMB
1978-04-30,-3.467899149828725,0.610246910087564,-3.54,    0.45
1978-03-31,1.3972763204693497,3.511053778361759,1.18,    3.49
1978-02-28,1.0643756690706618,3.283474888554311,0.83,    3.59
1978-01-31,3.088962148496638,2.2675954017368762,3.36,    2.24
1977-12-31,-0.5540887522938067,1.6634714453725794,-0.29,    1.32
1977-11-30,0.10209706341501312,3.8497866209613534,0.26,    3.73
1977-10-31,1.7188690588173863,1.2050406016143982,1.75,    1.25
1977-09-30,-0.3980891090079808,1.2330407456920351,-0.52,    1.34
1977-08-31,-3.0914260007980263,1.7713744869402008,-2.7,    1.48
1977-07-31,-0.2903021093128726,1.8186396500659057,-0.56,    2.16
1977-06-30,-1.2049786681685215,2.185488679388989,-0.74,    2.09
1977-05-31,0.6945927805405211,1.2672083825044473,0.85,    1.18
1977-04-30,3.179699906914345,0.02588280117850998,3.38,   -0.12
1977-03-31,0.9581754096161785,1.2264851488598565,1.09,    1.00
1977-02-28,0.543306826081142,1.1326224114235652,0.47,    1.04
1977-01-31,4.194939721355639,4.648989195265939,4.27,    4.76
1976-12-31,2.661153225996464,2.946237234803248,2.27,    3.03
1976-11-30,1.2036492643013301,2.2866321344851945,1.51,    2.32
1976-10-31,-0.43736935469075033,0.24841597074043847,-0.18,    0.22
1976-09-30,-0.36433720731276764,-0.05983192881645616,-0.29,   -0.02
1976-08-31,0.43280040511129125,-1.8584286333410194,0.81,   -2.00
1976-07-31,1.4951243630638833,0.18058832428705104,1.73,    0.29
1976-06-30,1.1503075046827238,-1.2462781740239874,0.71,   -1.32
1976-05-31,-1.5646047976148432,-1.0074781646191993,-1.36,   -1.23
1976-04-30,-0.3362755338824994,-0.2746319576372374,-0.16,   -0.11
1976-03-31,-0.32618542204864154,-1.1842301348793687,-0.12,   -1.16
1976-02-29,5.9045941288205945,7.131070155581005,5.87,    7.06
1976-01-31,8.598597682359522,4.214148713362278,8.63,    4.81
1975-12-31,1.106077376098354,-0.5538047905758249,1.69,   -0.78
1975-11-30,1.8951708882593934,-1.069583197848337,2.03,   -1.20
1975-10-31,0.5494312676728029,-4.374458202557106,0.28,   -4.03
1975-09-30,0.4045915272159868,-0.1744657910078662,0.39,   -0.10
1975-08-31,-0.572064964390815,-3.173221319241695,-0.95,   -3.25
1975-07-31,1.542821413478769,2.7449944900502325,1.69,    2.70
1975-06-30,1.6445270519687818,0.47765418527654924,1.38,    0.87
1975-05-31,-3.9407745109802175,3.6836704060215664,-4.1,    3.83
1975-04-30,-1.2086422702024515,-0.7044461318103789,-1.14,   -0.65
1975-03-31,3.14936481714423,3.3160021294853035,2.38,    3.79
1975-02-28,-5.109152809288939,0.5866547612657542,-4.45,    0.16
1975-01-31,7.893407918544651,10.228349524850655,8.28,   11.14
1974-12-31,0.5469196433016965,-4.919353764815497,0.11,   -4.83
1974-11-30,0.278894797899458,-1.2170288032444618,-0.2,   -1.21
1974-10-31,-9.64719972028267,-3.753954197289043,-9.87,   -3.45
1974-09-30,5.3790071633722265,0.21872607669131128,5.58,    0.27
1974-08-31,2.8531480791864157,-0.4409876491063572,2.64,   -0.73
1974-07-31,5.118717419621946,0.8569218822713421,5.16,    0.84
1974-06-30,0.6002267046714465,-0.1735923842615457,0.77,   -0.17
1974-05-31,-2.083733026437111,-3.202519551396458,-2.02,   -2.96
1974-04-30,0.7909417298614406,-1.1233586111027913,0.85,   -0.74
1974-03-31,-0.4016327046067145,2.017672030668586,-0.32,    2.60
